up_new,Descrizione,C1a,C1B,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,C6a,C6b,C7a,C7b,C8a,C8b,C9a,C9b,C10a,C10b,C11a,C11b,C12a,C12b,C13a,C13b,C14a,C14b,C15a,C15b,C16a,C16b,C17a,C17b,C18a,C18b,C19a,C19b,C20a,C20b,C21a,C21b,C22a,C22b,C23a,C23b,C24a,C24b,C25a,C25b,C26a,C26b,C27a,C27b,C28a,C28b,C29a,C29b,C30a,C30b,C31a,C31b,C32a,C32b,C33a,C33b,C34a,C34b,C35a,C35b
3.4.4.3.1,Stimatori di opere d'arte,66.1290322581,57.1428571429,69.3548387097,64.5161290323,70.1612903226,66.8202764977,77.4193548387,69.1244239631,30.6451612903,33.6405529954,29.0322580645,36.866359447,71.7741935484,65.8986175115,58.8709677419,52.534562212,46.7741935484,44.2396313364,59.6774193548,59.9078341014,63.7096774194,61.7511520737,57.2580645161,59.9078341014,50.8064516129,52.9953917051,70.9677419355,63.5944700461,42.7419354839,43.3179723502,62.0967741935,57.6036866359,65.3225806452,60.3686635945,56.4516129032,54.3778801843,23.3870967742,21.6589861751,43.5483870968,46.0829493088,4.0322580645,5.5299400922,3.2258064516,3.6866359447,37.9032258065,37.3271889401,2.4193548387,2.7649769585,5.6451612903,6.4516129032,4.0322580645,4.6082949309,14.5161290323,17.9723502304,2.4193548387,3.6866359447,12.0967741935,15.2073732719,13.7096774194,13.3640552995,60.4838709677,59.9078341014,65.3225806452,63.133640553,67.7419354839,61.7511520737,53.2258064516,47.465437788,41.1290322581,40.0921658986
3.4.4.3.2,Periti filatelici e numismatici,78.75,66.4285714286,67.5,62.8571428571,68.75,68.5714285714,73.75,67.1428571429,30,29.2857142857,37.5,35,73.75,61.4285714286,67.5,61.4285714286,42.5,46.4285714286,50,46.4285714286,50,44.2857142857,41.25,33.5714285714,35,40.7142857143,56.25,58.5714285714,40,41.4285714286,55,49.2857142857,65,56.4285714286,41.25,36.4285714286,3.75,5.7142642857,38.75,38.5714285714,6.25,7.1428571429,12.5,12.1428571429,55,44.2857142857,0,0,8.75,10.7142857143,5,7.8571428571,12.5,10.7142857143,3.75,6.4285714286,3.75,6.4285714286,6.25,7.1428357143,62.5,55.7142857143,67.5,56.4285714286,62.5,52.8571428571,36.25,40.7142857143,15,15.7142857143
3.4.4.3.3,Periti calligrafi,73.8095238095,63.2653061224,70.2380952381,56.462585034,85.7142857143,71.4285714286,71.4285714286,68.7074829932,11.9047619048,14.2857142857,64.2857142857,53.0612244898,72.619047619,59.8639455782,61.9047619048,55.7823129252,40.4761904762,40.8163265306,45.2380952381,42.1768707483,57.1428571429,49.6598639456,54.7619047619,46.9387755102,52.380952381,52.380952381,44.0476190476,38.7755102041,30.9523809524,25.1700680272,50,42.1768707483,65.4761904762,57.8231292517,46.4285714286,45.5782312925,19.0476190476,17.0068027211,57.1428571429,48.2993197279,21.4285714286,20.4081632653,4.7619047619,4.7619047619,16.6666666667,17.6870748299,7.1428571429,6.8027210884,17.8571428571,17.0068027211,9.5238095238,13.6054421769,16.6666666667,14.2857142857,2.380952381,3.4013401361,4.7619047619,4.7619047619,4.7619047619,5.4421768707,35.7142857143,29.2517006803,58.3333333333,51.0204081633,33.3333333333,32.6530612245,38.0952380952,39.4557823129,4.7619047619,4.7618843537
3.4.4.4.0,Tecnici del restauro,66.25,62.8571428571,63.75,60,61.25,54.2857142857,61.25,57.1428571429,27.5,35,41.25,40.7142857143,70,60,55,51.4285714286,36.25,40.7142857143,53.75,55,31.25,33.5714285714,62.5,58.5714285714,36.25,37.1428571429,42.5,42.1428571429,48.75,42.8571428571,56.25,47.8571428571,68.75,65.7142857143,70,60.7142857143,40,36.4285714286,65,61.4285714286,25,30.7142857143,3.75,4.2857142857,46.25,47.8571428571,23.75,24.2857142857,28.75,31.4285714286,46.25,38.5714285714,47.5,47.8571428571,20,20.7142857143,20,20,15,16.4285714286,62.5,53.5714285714,67.5,63.5714285714,62.5,52.1428571429,65,57.1428571429,41.25,38.5714285714
3.4.5.1.0,Assistenti sociali,81.8181818182,69.4805194805,92.0454545455,81.1688311688,79.5454545455,71.4285714286,89.7727272727,76.6233766234,19.3181818182,22.0779220779,22.7272727273,23.3766233766,73.8636363636,63.6363636364,68.1818181818,60.3896103896,50,48.0519480519,63.6363636364,57.1428571429,88.6363636364,76.6233766234,84.0909090909,72.0779220779,53.4090909091,51.9480519481,71.5909090909,60.3896103896,55.6818181818,50.6493506494,81.8181818182,69.4805194805,75,64.2857142857,59.0909090909,48.7012987013,4.5454545455,5.1947662338,43.1818181818,37.6623376623,0,0,0,0,32.9545454545,28.5714285714,0,0,1.1363636364,1.9480519481,1.1363636364,1.9480519481,17.0454545455,16.2337662338,1.1363636364,1.2987012987,20.4545454545,19.4805194805,22.7272727273,24.025974026,46.5909090909,46.1038961039,63.6363636364,59.0909090909,36.3636363636,34.4155844156,11.3636363636,13.6363636364,32.9545454545,31.8181818182
3.4.5.2.0,Tecnici del reinserimento e dell’integrazione sociale,82.8947368421,69.9248120301,93.4210526316,78.1954887218,84.2105263158,71.4285714286,88.1578947368,79.6992481203,25,29.3233082707,48.6842105263,42.1052631579,77.6315789474,69.9248120301,71.0526315789,63.9097744361,56.5789473684,56.3909774436,68.4210526316,60.9022556391,88.1578947368,81.2030075188,81.5789473684,75.1879699248,61.8421052632,58.6466165414,71.0526315789,60.9022556391,53.9473684211,54.8872180451,75,65.4135338346,72.3684210526,63.1578947368,64.4736842105,57.1428571429,7.8947368421,8.2706766917,46.0526315789,47.3684210526,3.9473684211,6.015037594,0,0,19.7368421053,19.5488721805,1.3157894737,2.2556390977,2.6315789474,3.7593984962,2.6315789474,3.007518797,1.3157894737,1.5037368421,2.6315789474,3.7593984962,28.9473684211,28.5714285714,26.3157894737,25.5639097744,48.6842105263,48.1203007519,72.3684210526,65.4135338346,36.8421052632,40.6015037594,28.9473684211,27.8195488722,52.6315789474,44.3609022556
3.4.5.3.0,Tecnici dei servizi per l'impiego,82.5,67.8571428571,78.75,70,68.75,59.2857142857,78.75,66.4285714286,12.5,15.7142857143,8.75,9.2857142857,66.25,60,61.25,56.4285714286,55,50.7142857143,61.25,57.8571428571,66.25,62.8571428571,73.75,63.5714285714,38.75,40.7142857143,56.25,46.4285714286,55,47.8571428571,73.75,65.7142857143,61.25,60.7142857143,45,42.8571428571,13.75,12.1428571429,31.25,32.8571428571,2.5,2.1428571429,1.25,1.4285714286,18.75,17.1428571429,1.25,0.7142857143,23.75,20.7142857143,5,6.42855,18.75,20,2.5,2.1428571429,22.5,20,26.25,26.4285714286,37.5,33.5714285714,62.5,54.2857142857,13.75,10,35,32.1428571429,55,45
3.4.5.4.0,Tecnici dei servizi di sicurezza privati e professioni assimilate,73.75,56.4285714286,75,63.5714285714,63.75,60,75,62.8571428571,13.75,15,6.25,8.5714071429,55,50,57.5,56.4285714286,53.75,55,70,64.2857142857,65,59.2857142857,67.5,64.2857142857,51.25,53.5714285714,60,57.1428571429,62.5,55,61.25,57.8571428571,60,54.2857142857,58.75,55,38.75,36.4285714286,51.25,46.4285714286,20,20,11.25,11.4285714286,45,41.4285714286,23.75,23.5714285714,22.5,25,17.5,17.1428571429,46.25,37.1428571429,5,6.42855,31.25,27.1428571429,28.75,25.7142857143,50,47.1428571429,66.25,65,58.75,54.2857142857,52.5,48.5714285714,72.5,65.7142857143
3.4.5.5.0,Tecnici delle attività religiose e di culto,69.0476190476,59.8639455782,77.380952381,66.6666666667,55.9523809524,49.6598639456,70.2380952381,59.8639455782,17.8571428571,22.4489795918,11.9047619048,10.8843537415,50,50.3401360544,51.1904761905,45.5782312925,38.0952380952,43.537414966,27.380952381,25.8503401361,65.4761904762,64.6258503401,69.0476190476,60.5442176871,25,29.2517006803,41.6666666667,38.7755102041,46.4285714286,46.2585034014,58.3333333333,48.9795918367,50,44.8979591837,27.380952381,27.8911564626,4.7619047619,4.7619047619,30.9523809524,31.2925170068,4.7619047619,4.7618843537,1.1904761905,1.3605442177,8.3333333333,8.1632653061,2.380952381,2.7210884354,8.3333333333,7.4829931973,10.7142857143,8.843537415,19.0476190476,15.6462585034,4.7619047619,5.4421564626,11.9047619048,10.8843537415,11.9047619048,13.6054421769,38.0952380952,37.4149659864,61.9047619048,53.7414965986,39.2857142857,38.0952380952,34.5238095238,31.9727891156,42.8571428571,41.4965986395
3.4.6.1.0,Tecnici dei servizi giudiziari,88.1578947368,74.4360902256,75,69.1729323308,86.8421052632,73.6842105263,78.9473684211,74.4360902256,22.3684210526,28.5714285714,5.2631578947,7.5187744361,52.6315789474,51.8796992481,59.2105263158,57.1428571429,47.3684210526,46.6165413534,53.9473684211,51.8796992481,50,48.1203007519,77.6315789474,70.6766917293,39.4736842105,39.8496240602,35.5263157895,33.0827067669,44.7368421053,41.3533834586,61.8421052632,54.1353383459,55.2631578947,54.1353383459,48.6842105263,48.1203007519,14.4736842105,14.2857142857,36.8421052632,36.8421052632,10.5263157895,11.2781954887,7.8947368421,9.022556391,6.5789473684,9.7744360902,5.2631578947,4.5112556391,14.4736842105,16.5413533835,10.5263157895,10.5263157895,17.1052631579,17.2932330827,3.9473684211,4.5112556391,17.1052631579,18.045112782,17.1052631579,20.3007518797,30.2631578947,32.3308270677,64.4736842105,60.9022556391,9.2105263158,9.7744360902,15.7894736842,18.7969924812,36.8421052632,36.0902255639
3.4.6.2.0,Ufficiali della Polizia di Stato,90.7407407407,75.6613756614,88.8888888889,75.6613756614,89.8148148148,73.544973545,85.1851851852,74.6031746032,25,32.2751322751,31.4814814815,36.5079365079,79.6296296296,68.253968254,79.6296296296,71.4285714286,53.7037037037,47.0899470899,72.2222222222,62.962962963,79.6296296296,72.4867724868,86.1111111111,72.4867724868,50,49.2063492063,67.5925925926,58.7301587302,63.8888888889,58.7301587302,70.3703703704,64.5502645503,74.0740740741,67.1957671958,58.3333333333,49.7354497354,10.1851851852,8.4656084656,34.2592592593,32.8042328042,11.1111111111,11.1111111111,1.8518518519,2.1164021164,21.2962962963,17.9894179894,3.7037037037,2.6455026455,15.7407407407,16.4021164021,1.8518518519,2.1164021164,19.4444444444,17.9894179894,1.8518518519,3.1746031746,30.5555555556,28.0423280423,31.4814814815,28.5714285714,39.8148148148,34.9206349206,69.4444444444,62.4338624339,10.1851851852,10.582010582,44.4444444444,44.9735449735,70.3703703704,61.3756613757
3.4.6.3.1,Tecnici dei servizi di sicurezza dei vigili urbani,88.75,74.2857142857,86.25,76.4285714286,85,77.1428571429,86.25,77.8571428571,26.25,33.5714285714,25,31.4285714286,72.5,68.5714285714,75,74.2857142857,60,60,62.5,57.1428571429,82.5,72.8571428571,83.75,73.5714285714,61.25,61.4285714286,67.5,66.4285714286,50,52.8571428571,68.75,67.1428571429,80,72.8571428571,52.5,53.5714285714,17.5,19.2857142857,37.5,41.4285714286,5,4.9999785714,2.5,2.8571214286,25,22.1428571429,13.75,16.4285714286,35,30,6.25,7.1428357143,27.5,27.1428571429,1.25,2.8571428571,30,27.1428571429,26.25,27.8571428571,41.25,35.7142857143,72.5,68.5714285714,16.25,15.7142857143,32.5,32.8571428571,46.25,44.2857142857
3.4.6.3.2,Tecnici dei servizi di sicurezza dei vigili del fuoco,72.9166666667,72.619047619,77.0833333333,70.2380952381,65.625,67.8571428571,76.0416666667,70.2380952381,45.8333333333,54.1666666667,51.0416666667,55.3571428571,69.7916666667,67.2619047619,59.375,60.119047619,47.9166666667,49.4047619048,69.7916666667,64.880952381,68.75,64.880952381,76.0416666667,69.6428571429,48.9583333333,52.9761904762,62.5,64.880952381,60.4166666667,60.7142857143,71.875,70.2380952381,79.1666666667,70.8333333333,63.5416666667,60.7142857143,25,24.4047619048,48.9583333333,52.380952381,18.75,19.0476190476,6.25,8.3333333333,35.4166666667,37.5,17.7083333333,18.4523809524,23.9583333333,23.8095238095,16.6666666667,16.0714285714,38.5416666667,36.3095238095,6.25,7.7380952381,37.5,40.4761904762,37.5,41.6666666667,54.1666666667,54.7619047619,76.0416666667,67.8571428571,39.5833333333,39.2857142857,44.7916666667,46.4285714286,71.875,67.2619047619
3.4.6.3.3,Tecnici dei servizi di sicurezza del corpo forestale,83.75,67.8571428571,77.5,66.4285714286,75,63.5714285714,77.5,68.5714285714,28.75,35.7142857143,43.75,44.2857142857,62.5,59.2857142857,60,56.4285714286,57.5,53.5714285714,63.75,57.8571428571,63.75,60,81.25,67.8571428571,47.5,50.7142857143,60,54.2857142857,62.5,62.1428571429,65,58.5714285714,67.5,57.8571428571,61.25,53.5714285714,16.25,15.7142857143,48.75,42.8571428571,26.25,29.2857142857,5,4.2856928571,42.5,42.1428571429,7.5,7.8571214286,26.25,28.5714285714,16.25,17.1428571429,40,37.8571428571,7.5,9.2857142857,23.75,29.2857142857,21.25,25.7142857143,51.25,45.7142857143,75,62.8571428571,28.75,29.2857142857,53.75,49.2857142857,76.25,64.2857142857
3.4.6.4.0,Ufficiali della guardia di finanza,85.15625,73.2142857143,85.9375,75,88.28125,75,81.25,71.875,45.3125,48.6607142857,22.65625,26.3392857143,78.125,68.3035714286,77.34375,68.75,54.6875,56.6964285714,76.5625,68.3035714286,71.875,68.3035714286,77.34375,73.6607142857,48.4375,50,45.3125,44.1964285714,60.15625,58.0357142857,64.0625,58.9285714286,78.125,66.0714285714,60.9375,56.6964285714,13.28125,13.8392857143,36.71875,38.3928571429,10.9375,11.6071428571,10.15625,11.1607142857,25,28.5714285714,3.125,5.3571428571,10.15625,12.9464285714,6.25,7.14284375,25,26.7857142857,3.90625,4.9107142857,21.875,21.4285714286,17.96875,19.6428571429,49.21875,49.5535714286,79.6875,73.2142857143,34.375,37.5,42.1875,42.8571428571,67.1875,58.9285714286
3.4.6.5.0,Controllori fiscali,87.5,68.1818181818,78.4090909091,69.4805194805,78.4090909091,69.4805194805,78.4090909091,70.1298701299,46.5909090909,48.7012987013,27.2727272727,27.9220779221,60.2272727273,58.4415584416,64.7727272727,59.7402597403,48.8636363636,51.2987012987,67.0454545455,63.6363636364,62.5,59.0909090909,71.5909090909,66.8831168831,42.0454545455,48.0519480519,46.5909090909,45.4545454545,60.2272727273,64.2857142857,54.5454545455,59.7402597403,70.4545454545,64.9350649351,50,50.6493506494,14.7727272727,18.8311688312,28.4090909091,33.7662337662,6.8181818182,9.0909090909,2.2727272727,3.2467532468,20.4545454545,23.3766233766,2.2727272727,3.2467532468,9.0909090909,10.3896103896,2.2727272727,3.2467532468,23.8636363636,23.3766233766,2.2727272727,3.2467532468,20.4545454545,20.1298701299,21.5909090909,19.4805194805,39.7727272727,35.0649350649,65.9090909091,62.987012987,4.5454545455,5.1947857143,20.4545454545,22.7272727273,57.9545454545,54.5454545455
3.4.6.6.1,Tecnici dei servizi pubblici di concessioni licenze,88.1578947368,71.4285714286,82.8947368421,69.1729323308,89.4736842105,69.9248120301,82.8947368421,63.9097744361,32.8947368421,42.8571428571,25,28.5714285714,75,62.4060150376,68.4210526316,56.3909774436,47.3684210526,45.8646616541,57.8947368421,52.6315789474,51.3157894737,44.3609022556,69.7368421053,72.1804511278,43.4210526316,42.1052631579,52.6315789474,49.6240601504,57.8947368421,55.6390977444,75,61.6541353383,75,66.9172932331,56.5789473684,49.6240601504,32.8947368421,29.3233082707,51.3157894737,40.6015037594,3.9473684211,4.5112781955,1.3157894737,0.7518796992,14.4736842105,12.7819548872,0,0,2.6315789474,3.007518797,0,0,3.9473684211,5.2631578947,0,0,14.4736842105,15.037593985,19.7368421053,20.3007518797,35.5263157895,35.3383458647,61.8421052632,58.6466165414,26.3157894737,27.0676691729,23.6842105263,22.5563909774,40.7894736842,38.3458646617
3.4.6.6.2,Tecnici dei servizi pubblici per il rilascio di certificazioni e documentazioni personali,83.3333333333,65.9863945578,84.5238095238,69.387755102,65.4761904762,57.8231292517,88.0952380952,68.0272108844,17.8571428571,16.3265306122,0,0,55.9523809524,50.3401360544,44.0476190476,45.5782312925,21.4285714286,25.8503401361,47.619047619,45.5782312925,75,57.8231292517,63.0952380952,48.9795918367,28.5714285714,23.1292517007,45.2380952381,27.8911564626,38.0952380952,32.6530612245,73.8095238095,55.1020408163,39.2857142857,38.7755102041,23.8095238095,22.4489795918,1.1904761905,1.3605238095,20.2380952381,20.4081632653,0,0,0,0,7.1428571429,8.843537415,0,0,1.1904761905,1.3605238095,2.380952381,2.0408163265,30.9523809524,27.8911564626,0,0,3.5714285714,4.7619047619,4.7619047619,4.7619047619,17.8571428571,14.9659863946,54.7619047619,47.619047619,3.5714285714,6.1224285714,11.9047619048,11.5646258503,10.7142857143,9.5238095238
4.1.1.1.0,Addetti a funzioni di segreteria,89.7727272727,64.9350649351,88.6363636364,65.5844155844,82.9545454545,62.987012987,84.0909090909,64.2857142857,20.4545454545,20.7792207792,3.4090909091,3.2467337662,68.1818181818,55.1948051948,73.8636363636,55.8441558442,54.5454545455,44.1558441558,53.4090909091,40.9090909091,72.7272727273,57.1428571429,79.5454545455,61.6883116883,46.5909090909,38.3116883117,48.8636363636,40.2597402597,46.5909090909,39.6103896104,71.5909090909,56.4935064935,60.2272727273,45.4545454545,34.0909090909,27.9220779221,5.6818181818,7.1428571429,26.1363636364,26.6233766234,2.2727272727,2.5974025974,1.1363636364,1.9480519481,6.8181818182,7.7921883117,2.2727272727,1.9480519481,6.8181818182,6.4935064935,2.2727272727,1.9480519481,18.1818181818,16.8831168831,0,0,12.5,10.3896103896,11.3636363636,10.3896103896,29.5454545455,24.025974026,67.0454545455,51.2987012987,15.9090909091,14.2857142857,20.4545454545,17.5324675325,28.4090909091,24.025974026
4.1.1.2.0,Addetti agli affari generali,80,61.7142857143,77,58.2857142857,75,60.5714285714,76,58.2857142857,46,46.2857142857,24,25.1428571429,56,52,56,46.8571428571,46,42.2857142857,52,48,48,47.4285714286,72,59.4285714286,38,37.7142857143,44,42.8571428571,42,38.2857142857,67,52.5714285714,62,54.2857142857,44,38.8571428571,13,13.1428571429,32,33.1428571429,3,3.4285371429,4,6.2856971429,16,15.4285714286,3,5.14284,5,7.4285542857,5,5.7142685714,21,20,4,5.14284,12,12,20,18.2857142857,48,44.5714285714,56,46.2857142857,48,44.5714285714,25,24.5714285714,36,33.1428571429
4.1.1.3.0,Addetti al protocollo e allo smistamento di documenti,76.0869565217,58.3850931677,53.2608695652,47.2049689441,65.2173913043,52.1739130435,70.652173913,53.4161490683,10.8695652174,13.0434782609,5.4347826087,6.8322795031,36.9565217391,29.1925465839,42.3913043478,32.298136646,28.2608695652,23.602484472,22.8260869565,20.4968944099,30.4347826087,27.950310559,58.6956521739,47.2049689441,8.6956521739,9.9378881988,17.3913043478,15.5279503106,22.8260869565,19.2546583851,51.0869565217,38.5093167702,26.0869565217,25.4658385093,14.1304347826,13.6645962733,4.347826087,4.9689068323,28.2608695652,23.602484472,3.2608695652,3.1055714286,3.2608695652,3.1055714286,1.0869565217,1.2422173913,0,0,6.5217391304,6.8322795031,8.6956521739,9.3167701863,19.5652173913,17.3913043478,4.347826087,4.9689440994,5.4347826087,5.5900621118,2.1739130435,2.4844720497,13.0434782609,14.2857142857,36.9565217391,30.4347826087,0,0,16.3043478261,14.9068322981,2.1739130435,2.4844720497
4.1.1.4.0,Addetti alla gestione del personale,80.8333333333,70.9523809524,78.3333333333,69.0476190476,80.8333333333,65.2380952381,80,66.6666666667,32.5,32.8571428571,12.5,11.4285714286,64.1666666667,57.1428571429,61.6666666667,52.8571428571,47.5,46.1904761905,56.6666666667,52.8571428571,62.5,53.8095238095,75,65.7142857143,45.8333333333,45.2380952381,55.8333333333,45.2380952381,53.3333333333,45.2380952381,59.1666666667,52.8571428571,60.8333333333,53.3333333333,42.5,40.9523809524,3.3333333333,3.3333333333,31.6666666667,30,4.1666666667,4.7618904762,0.8333333333,0.9523809524,5.8333333333,6.6666380952,0,0,12.5,12.380952381,1.6666666667,1.9047333333,24.1666666667,22.380952381,2.5,3.3333333333,14.1666666667,15.2380952381,19.1666666667,18.0952380952,40.8333333333,33.8095238095,65,58.0952380952,30,24.7619047619,30,26.6666666667,65.8333333333,58.0952380952
4.1.2.1.0,"Addetti alla videoscrittura, dattilografi, stenografi e professioni assimilate",70,64.7619047619,56.6666666667,58.0952380952,60,62.8571428571,56.6666666667,60,15,18.0952380952,0,0,26.6666666667,33.3333333333,35,39.0476190476,25,24.7619047619,23.3333333333,26.6666666667,21.6666666667,23.8095238095,41.6666666667,40,16.6666666667,22.8571428571,18.3333333333,20,20,26.6666666667,40,40,21.6666666667,29.5238095238,18.3333333333,22.8571428571,6.6666666667,7.619047619,33.3333333333,40,8.3333333333,10.4761904762,3.3333333333,5.7142857143,18.3333333333,19.0476190476,20,15.2380952381,20,19.0476190476,8.3333333333,11.4285714286,20,21.9047619048,3.3333333333,2.8571428571,1.6666666667,1.9047619048,5,4.7619047619,28.3333333333,31.4285714286,48.3333333333,50.4761904762,23.3333333333,26.6666666667,35,36.1904761905,16.6666666667,16.1904761905
